# music_dance timeline v1
# fps=100.227273
# n=14916
# duration_sec=148.822
# wav=V_ZionT_MR.wav
led,motor
1.000000,0.727764
1.000000,0.813722
1.000000,0.861340
1.000000,0.912313
1.000000,0.953051
1.000000,0.956721
1.000000,0.956501
1.000000,0.951760
0.954871,0.926026
0.877828,0.886512
0.805489,0.846149
0.738063,0.806698
0.673872,0.765271
0.602824,0.715788
0.532264,0.662295
0.476295,0.614525
0.425606,0.568222
0.396668,0.539837
0.374317,0.515302
0.347860,0.486034
0.317886,0.450540
0.286982,0.409588
0.253466,0.361055
0.222075,0.308976
0.197742,0.261197
0.178406,0.217164
0.162970,0.175549
0.150764,0.135736
0.142593,0.103846
0.137774,0.080965
0.136472,0.072658
0.150233,0.080345
0.156387,0.086743
0.154682,0.084962
0.177082,0.114625
0.265637,0.197146
0.621372,0.384913
0.870643,0.546559
0.962713,0.669711
0.960080,0.754591
0.948912,0.794711
0.927044,0.794125
0.899666,0.788197
0.871756,0.780961
0.845697,0.774962
0.828175,0.773806
0.815173,0.782362
0.795397,0.780487
0.755001,0.766692
0.697785,0.741881
0.631810,0.710429
0.569400,0.678136
0.512394,0.645942
0.460958,0.614230
0.416874,0.585189
0.379818,0.559259
0.344923,0.531967
0.306988,0.497058
0.267374,0.454075
0.230842,0.407210
0.197517,0.355273
0.170366,0.302488
0.150258,0.252044
0.136177,0.203836
0.127084,0.157765
0.122034,0.113737
0.120118,0.071662
0.120000,0.031452
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.137141,0.039054
0.157425,0.123673
0.156106,0.159420
0.153134,0.159239
0.148991,0.154173
0.143499,0.142457
0.137562,0.125593
0.131375,0.101945
0.125795,0.072478
0.121325,0.032232
0.120007,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.120000,0.000000
0.121755,0.000000
0.141627,0.078675
0.328646,0.293091
0.489941,0.475007
0.559349,0.616764
0.585020,0.727226
0.594374,0.813304
0.598193,0.880379
0.604042,0.932647
0.609774,0.969895
0.617062,0.996884
0.631252,1.000000
0.641076,1.000000
0.642289,1.000000
0.640468,1.000000
0.631796,0.994994
0.621942,0.979069
0.610287,0.962489
0.590891,0.943395
0.567191,0.924524
0.537884,0.903256
0.534989,0.902142
0.595257,0.926801
0.610787,0.941928
0.609111,0.938792
0.594827,0.927905
0.568037,0.908274
